	COMMON.id	COMMON.assoc	COMMON.name	COMMON.xpos	COMMON.ypos	COMMON.width	COMMON.height	COMMON.attribs	COMMON.colorf	COMMON.colorb	COMMON.texturenumber	COMMON.fontnumber	COMMON.active	COMMON.commonattribs	COMMON.help	totalgadgets	VERSION.major	VERSION.minor	VERSION.revision	panel	crdefault	escdefault	defaultfocus	hotornot	text	status	quickkey	grayedout	stages	range	thick	knobpos	knobsize	filename	link	crtdefault	maxchars	itemheight
ReImagined HPI RAW\guis\ARMAP1.GADGET5	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI RAW\guis\ARMAP1.GADGET6	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI RAW\guis\ARMAP1.GADGET7	1	77	ARMTHUND	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMAP1.GADGET8	1	77	ARMATLAS	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMAP1.GADGET9	1	0	IGPATCH	64	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\ARMAP1.GADGET26	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\ARMAP1.GADGET27	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\ARMAP1.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMASY1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMASY1.GADGET1	7	0	ARMFONT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMASY1.GADGET2	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI RAW\guis\ARMASY1.GADGET3	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\ARMASY1.GADGET4	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI RAW\guis\ARMASY1.GADGET5	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI RAW\guis\ARMASY1.GADGET6	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI RAW\guis\ARMASY1.GADGET7	1	77	ARMMSHIP	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMASY1.GADGET8	1	77	ARMCRUS	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMASY1.GADGET9	1	0	ARMBATS	64	155	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\ARMASY1.GADGET26	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\ARMASY1.GADGET27	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\ARMASY1.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMAVP1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMAVP1.GADGET1	7	0	ARMFONT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMAVP1.GADGET2	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI RAW\guis\ARMAVP1.GADGET3	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\ARMAVP1.GADGET4	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI RAW\guis\ARMAVP1.GADGET5	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI RAW\guis\ARMAVP1.GADGET6	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI RAW\guis\ARMAVP1.GADGET7	1	77	ARMJAM	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMAVP1.GADGET8	1	77	ARMMART	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMAVP1.GADGET9	1	77	ARMSPID	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMAVP1.GADGET26	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\ARMAVP1.GADGET27	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\ARMAVP1.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMAVP2.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMAVP2.GADGET1	7	0	ARMFONT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMAVP2.GADGET2	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI RAW\guis\ARMAVP2.GADGET3	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\ARMAVP2.GADGET4	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI RAW\guis\ARMAVP2.GADGET5	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI RAW\guis\ARMAVP2.GADGET6	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI RAW\guis\ARMAVP2.GADGET7	1	0	IGPATCH	64	91	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\ARMAVP2.GADGET8	1	0	IGPATCH	0	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\ARMAVP2.GADGET9	1	0	IGPATCH	64	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\ARMAVP2.GADGET26	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\ARMAVP2.GADGET27	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\ARMAVP2.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMBUILD.GADGET0	0	205	HEADER	0	128	128	352	52685	52685	52685	0	0	1	-51		3	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMBUILD.GADGET1	7	0	ARMBUTT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMBUILD.GADGET2	1	77	ARMSTOPB	5	293	117	54	2	15	0	0	0	1	0											Stop Building	0	77											
ReImagined HPI RAW\guis\ARMBUILD.GADGET3	6	0	HOTR	16	8	96	96	0	0	0	0	0	1	0										0														
ReImagined HPI RAW\guis\ARMCA1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMCA1.GADGET1	7	0	ARMBUTT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMCA1.GADGET2	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\ARMCA1.GADGET3	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\ARMCA1.GADGET4	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\ARMCA1.GADGET5	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\ARMCA1.GADGET6	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\ARMCA1.GADGET7	1	0	ARMMSTOR	64	91	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\ARMCA1.GADGET8	1	0	ARMMEX	0	155	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\ARMCA1.GADGET9	1	0	ARMMAKR	64	155	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\ARMCA1.GADGET27	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\ARMCA1.GADGET28	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\ARMCA1.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMCA2.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMCA2.GADGET1	7	0	ARMBUTT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMCA2.GADGET2	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\ARMCA2.GADGET3	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\ARMCA2.GADGET4	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\ARMCA2.GADGET5	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\ARMCA2.GADGET6	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\ARMCA2.GADGET7	1	0	ARMSY	64	91	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\ARMCA2.GADGET8	1	0	ARMLLT	0	155	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\ARMCA2.GADGET9	1	0	ARMRAD	64	155	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\ARMCA2.GADGET27	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\ARMCA2.GADGET28	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\ARMCA2.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMCA3.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMCA3.GADGET1	7	0	ARMBUTT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMCA3.GADGET2	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\ARMCA3.GADGET3	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\ARMCA3.GADGET4	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\ARMCA3.GADGET5	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\ARMCA3.GADGET6	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\ARMCA3.GADGET7	1	0	ARMRL	64	91	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\ARMCA3.GADGET8	1	0	ARMDRAG	0	155	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\ARMCA3.GADGET9	1	0	ARMGUARD	64	155	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\ARMCA3.GADGET27	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\ARMCA3.GADGET28	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\ARMCA3.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\armch1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\armch1.GADGET1	7	0	ARMBUTT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\armch1.GADGET2	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\armch1.GADGET3	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\armch1.GADGET4	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\armch1.GADGET5	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\armch1.GADGET6	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\armch1.GADGET7	1	77	ARMMSTOR	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\armch1.GADGET8	1	77	ARMMEX	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\armch1.GADGET9	1	77	ARMMAKR	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\armch1.GADGET26	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\armch1.GADGET27	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\armch1.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\armch2.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\armch2.GADGET1	7	0	ARMBUTT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\armch2.GADGET2	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\armch2.GADGET3	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\armch2.GADGET4	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\armch2.GADGET5	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\armch2.GADGET6	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\armch2.GADGET7	1	77	ARMSY	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\armch2.GADGET8	1	77	ARMLLT	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\armch2.GADGET9	1	77	ARMRAD	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\armch2.GADGET26	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\armch2.GADGET27	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\armch2.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMCH3.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMCH3.GADGET1	7	0	ARMBUTT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMCH3.GADGET2	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\ARMCH3.GADGET3	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\ARMCH3.GADGET4	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\ARMCH3.GADGET5	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\ARMCH3.GADGET6	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\ARMCH3.GADGET7	1	77	ARMRL	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMCH3.GADGET8	1	77	ARMDRAG	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMCH3.GADGET9	1	0	ARMGUARD	64	155	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\ARMCH3.GADGET26	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\ARMCH3.GADGET27	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\ARMCH3.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMCH4.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMCH4.GADGET1	7	0	ARMBUTT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMCH4.GADGET2	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\ARMCH4.GADGET3	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\ARMCH4.GADGET4	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\ARMCH4.GADGET5	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\ARMCH4.GADGET6	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\ARMCH4.GADGET7	1	0	ARMUWMS	64	91	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\ARMCH4.GADGET8	1	0	ARMUWMEX	0	155	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\ARMCH4.GADGET9	1	0	ARMFMKR	64	155	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\ARMCH4.GADGET27	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\ARMCH4.GADGET28	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\ARMCH4.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMCH5.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMCH5.GADGET1	7	0	ARMBUTT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMCH5.GADGET2	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\ARMCH5.GADGET3	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\ARMCH5.GADGET4	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\ARMCH5.GADGET5	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\ARMCH5.GADGET6	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\ARMCH5.GADGET7	1	0	ARMTL	64	91	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\ARMCH5.GADGET8	1	0	ARMHP	0	155	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\ARMCH5.GADGET9	1	0	IGPATCH	64	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\ARMCH5.GADGET27	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\ARMCH5.GADGET28	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\ARMCH5.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMCK1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMCK1.GADGET1	7	0	ARMBUTT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMCK1.GADGET2	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\ARMCK1.GADGET3	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\ARMCK1.GADGET4	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\ARMCK1.GADGET5	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\ARMCK1.GADGET6	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\ARMCK1.GADGET7	1	77	ARMMSTOR	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMCK1.GADGET8	1	77	ARMMEX	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMCK1.GADGET9	1	77	ARMMAKR	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMCK1.GADGET26	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\ARMCK1.GADGET27	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\ARMCK1.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMCK2.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMCK2.GADGET1	7	0	ARMBUTT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMCK2.GADGET2	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\ARMCK2.GADGET3	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\ARMCK2.GADGET4	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\ARMCK2.GADGET5	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\ARMCK2.GADGET6	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\ARMCK2.GADGET7	1	77	ARMSY	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMCK2.GADGET8	1	77	ARMLLT	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMCK2.GADGET9	1	77	ARMRAD	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMCK2.GADGET26	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\ARMCK2.GADGET27	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\ARMCK2.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMCK3.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMCK3.GADGET1	7	0	ARMBUTT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMCK3.GADGET2	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\ARMCK3.GADGET3	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\ARMCK3.GADGET4	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\ARMCK3.GADGET5	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\ARMCK3.GADGET6	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\ARMCK3.GADGET7	1	77	ARMRL	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMCK3.GADGET8	1	77	ARMDRAG	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMCK3.GADGET9	1	0	ARMGUARD	64	155	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\ARMCK3.GADGET26	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\ARMCK3.GADGET27	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\ARMCK3.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMCOM1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMCOM1.GADGET1	7	0	ARMFONT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMCOM1.GADGET2	1	0	ARMPREV	8	222	44	16	2	15	0	0	0	1	0																								
ReImagined HPI RAW\guis\ARMCOM1.GADGET3	1	0	ARMNEXT	72	222	44	16	2	15	0	0	0	1	0																								
ReImagined HPI RAW\guis\ARMCOM1.GADGET4	1	0	ARMSOLAR	0	27	64	64	32	15	0	0	0	1	4																								
ReImagined HPI RAW\guis\ARMCOM1.GADGET5	1	0	ARMWIN	64	27	64	64	32	15	0	0	0	1	4																								
ReImagined HPI RAW\guis\ARMCOM1.GADGET6	1	0	ARMESTOR	0	91	64	64	32	15	0	0	0	1	4																								
ReImagined HPI RAW\guis\ARMCOM1.GADGET7	1	0	ARMMSTOR	64	91	64	64	32	15	0	0	0	1	4																								
