	world	description	category	animating	footprintx	footprintz	height	filename	seqname	seqnameshad	animtrans	shadtrans	hitdensity	metal	damage	indestructible	seqnamereclamate	energy	seqnameburn	seqnameburnshad	featureburnt	burnmin	burnmax	sparktime	spreadchance	burnweapon	seqnamedie	featuredead	flamable	reclaimable	featurereclamamate	reproduce	reproducearea	blocking	geothermal	object	autoreclaimable	nodrawundergray	featurereclamate	nodisplayinfo	permanent	energy 
ReImagined HPI RAW\features\corpses\ARMEMP_dead.armemp_heap	All Worlds	Wreckage	heaps		3	3	4						100	721	2048		tree1reclamate													1				0		3x3a			smudge01			
ReImagined HPI RAW\features\corpses\armfark_dead.armfark_dead	All Worlds	Wreckage	arm_corpses		2	2	20						100	384	664		tree1reclamate											armfark_heap		1				1		armfark_dead			smudge01			
ReImagined HPI RAW\features\corpses\armfark_dead.armfark_heap	All Worlds	Wreckage	heaps		2	2	4						100	192	332		tree1reclamate													1				0		2x2d			smudge01			
ReImagined HPI RAW\features\corpses\Armfhlt_dead.Armfhlt_dead	All Worlds	Wreckage	arm_corpses		4	4	20						100	446	1108		tree1reclamate													1				1		Armfhlt_dead			smudge01			
ReImagined HPI RAW\features\corpses\armflak_dead.armflak_dead	All Worlds	Wreckage	arm_corpses		2	2	20						100	855	1219		tree1reclamate											armflak_heap		1				1		armflak_dead			smudge01			
ReImagined HPI RAW\features\corpses\armflak_dead.armflak_heap	All Worlds	Wreckage	heaps		2	2	4						100	428	609		tree1reclamate													1				0		2x2c			smudge01			
ReImagined HPI RAW\features\corpses\armflea_dead.armflea_dead	All Worlds	Wreckage	arm_corpses		1	1	20						100	35	53		tree1reclamate											armflea_heap		1				1		armflea_dead			smudge01			
ReImagined HPI RAW\features\corpses\armflea_dead.armflea_heap	All Worlds	Wreckage	heaps		1	1	4						100	18	26		tree1reclamate													1				0		1x1a			smudge01			
ReImagined HPI RAW\features\corpses\armfrt_dead.armfrt_dead	All Worlds	Wreckage	arm_corpses		3	3	40						100	56.8	202		tree1reclamate													1				1		armfrt_dead			smudge01			
ReImagined HPI RAW\features\corpses\Armhp_dead.Armhp_dead	All Worlds	Wreckage	arm_corpses		8	7	20						100	1605	2404		tree1reclamate											armhp_heap		1				1		Armhp_dead			smudge01			
ReImagined HPI RAW\features\corpses\Armhp_dead.armhp_heap	All Worlds	Wreckage	heaps		8	7	4						100	802	1202		tree1reclamate													1				0		7x7a			smudge01			
ReImagined HPI RAW\features\corpses\armlatnk_dead.armlatnk_dead	All Worlds	Wreckage	arm_corpses		2	2	20						100	262	794		tree1reclamate											armlatnk_heap		1				1		armlatnk_dead			smudge01			
ReImagined HPI RAW\features\corpses\armlatnk_dead.armlatnk_heap	All Worlds	Wreckage	heaps		2	2	4						100	66	794		tree1reclamate													1				0		2x2d			smudge01			
ReImagined HPI RAW\features\corpses\Armmanni_dead.armmanni_dead	All Worlds	Wreckage	core_corpses		3	3	20						100	2083	520		tree1reclamate											armmanni_heap		1				1		armmanni_dead			smudge01			
ReImagined HPI RAW\features\corpses\Armmanni_dead.armmanni_heap	All Worlds	Wreckage	heaps		3	3	4						100	1041	260		tree1reclamate													1				0		3x3c			smudge01			
ReImagined HPI RAW\features\corpses\Armmark_dead.armmark_dead	All Worlds	Wreckage	arm_corpses		2	2	20						100	76	256		tree1reclamate											armmark_heap		1				1		armmark_dead			smudge01			
ReImagined HPI RAW\features\corpses\Armmark_dead.armmark_heap	All Worlds	Wreckage	heaps		2	2	4						100	38	128		tree1reclamate													1				0		2x2a			smudge01			
ReImagined HPI RAW\features\corpses\Armmav_dead.Armmav_dead	All Worlds	Wreckage	arm_corpses		2	2	20						100	310	376		tree1reclamate											Armmav_heap		1				1		Armmav_dead			smudge01			
ReImagined HPI RAW\features\corpses\Armmav_dead.Armmav_heap	All Worlds	Wreckage	heaps		2	2	4						100	155	188		tree1reclamate													1				0		2x2e			smudge01			
ReImagined HPI RAW\features\corpses\Armmh_dead.armmh_dead	All Worlds	Wreckage	arm_corpses		3	3	20						100	260	360		tree1reclamate													1				1		armmh_dead			smudge01			
ReImagined HPI RAW\features\corpses\Armmlv_dead.armmlv_dead	All Worlds	Wreckage	arm_corpses		3	3	20						100	138	960		tree1reclamate											armmlv_heap		1				1		armmlv_dead			smudge01			
ReImagined HPI RAW\features\corpses\Armmlv_dead.armmlv_heap	All Worlds	Wreckage	heaps		3	3	4						100	69	480		tree1reclamate													1				0		3x3b			smudge01			
ReImagined HPI RAW\features\corpses\Armmmkr_dead.armmmkr_dead	All Worlds	Wreckage	core_corpses		4	4	20						100	46	320		tree1reclamate											armmmkr_heap		1				1		armmmkr_dead			smudge01			
ReImagined HPI RAW\features\corpses\Armmmkr_dead.armmmkr_heap	All Worlds	Wreckage	heaps		4	4	4						100	23	160		tree1reclamate													1				0		4x4c			smudge01			
ReImagined HPI RAW\features\corpses\Armplat_dead.armplat_dead	All Worlds	Wreckage	arm_corpses		7	7	20						100	1778	1456		tree1reclamate													1				1		armplat_dead			smudge01			
ReImagined HPI RAW\features\corpses\Armscab_dead.armscab_dead	All Worlds	Wreckage	arm_corpses		3	3	20						100	1150	624		tree1reclamate											armscab_heap		1				1		armscab_dead			smudge01			
ReImagined HPI RAW\features\corpses\Armscab_dead.armscab_heap	All Worlds	Wreckage	heaps		3	3	4						100	575	312		tree1reclamate													1				0		3x3d			smudge01			
ReImagined HPI RAW\features\corpses\Armscorp_dead.Armscorp_dead	All Worlds	Wreckage	arm_corpses		3	3	20						100	0	800		tree1reclamate	4698												1				1		Armscorp_dead			smudge01			
ReImagined HPI RAW\features\corpses\Armscram_dead.armscram_dead	All Worlds	Wreckage	arm_corpses		3	3	20						100	326	256		tree1reclamate													1				1		armscram_dead			smudge01			
ReImagined HPI RAW\features\corpses\Armsh_dead.armsh_dead	All Worlds	Wreckage	arm_corpses		3	3	20						100	61	160		tree1reclamate													1				1		armsh_dead			smudge01			
ReImagined HPI RAW\features\corpses\armsjam_dead.armsjam_dead	All Worlds	Wreckage	arm_corpses		4	4	40						100	104.8	408		tree1reclamate													1				1		armsjam_dead			smudge01			
ReImagined HPI RAW\features\corpses\ARMsnipe_dead.armsnipe_dead	All Worlds	Wreckage	arm_corpses		2	2	20						100	748	400		tree1reclamate											armsnipe_heap		1				1		armsnipe_dead			smudge01			
ReImagined HPI RAW\features\corpses\ARMsnipe_dead.armsnipe_heap	All Worlds	Wreckage	heaps		2	2	4						100	374	200		tree1reclamate													1				0		2x2d			smudge01			
ReImagined HPI RAW\features\corpses\armspy_dead.armspy_dead	All Worlds	Wreckage	arm_corpses		2	2	20						100	102	794		tree1reclamate											armspy_heap		1				1		armspy_dead			smudge01			
ReImagined HPI RAW\features\corpses\armspy_dead.armspy_heap	All Worlds	Wreckage	heaps		2	2	4						100	51	794		tree1reclamate													1				0		2x2d			smudge01			
ReImagined HPI RAW\features\corpses\Armss_dead.Armss_dead	All Worlds	Wreckage	arm_corpses		4	4	20						100	0	342		tree1reclamate	1316												1				1		Armss_dead			smudge01			
ReImagined HPI RAW\features\corpses\Armtarg_dead.armtarg_dead	All Worlds	Wreckage	arm_corpses		5	4	20						100	12104	1160		tree1reclamate											armtarg_heap		1				1		armtarg_dead			smudge01			
ReImagined HPI RAW\features\corpses\Armtarg_dead.Armtarg_heap	All Worlds	Wreckage	heaps		5	4	4						100	6052	580		tree1reclamate													1				0		4x4a			smudge01			
ReImagined HPI RAW\features\corpses\Armthovr_dead.Armthovr_dead	All Worlds	Wreckage	arm_corpses		4	4	20						100	532	920		tree1reclamate													1				1		Armthovr_dead			smudge01			
ReImagined HPI RAW\features\corpses\Armuwes_dead.Armuwes_dead	All Worlds	Wreckage	arm_corpses		4	4	20						100	227	1158		tree1reclamate											Armuwes_heap		1				1		Armuwes_dead			smudge01			
ReImagined HPI RAW\features\corpses\Armuwes_dead.Armuwes_heap	All Worlds	Wreckage	heaps		4	4	4						100	113	579		tree1reclamate													1				0		4x4b			smudge01			
ReImagined HPI RAW\features\corpses\Armuwfus_dead.Armuwfus_dead	All Worlds	Wreckage	arm_corpses		5	5	20						100	5668	985		tree1reclamate											Armuwfus_heap		1				1		Armuwfus_dead			smudge01			
ReImagined HPI RAW\features\corpses\Armuwfus_dead.Armuwfus_heap	All Worlds	Wreckage	heaps		5	5	4						100	2834	492		tree1reclamate													1				0		5x5c			smudge01			
ReImagined HPI RAW\features\corpses\Armuwmex_dead.Armuwmex_dead	All Worlds	Wreckage	arm_corpses		3	3	20						100	104	264		tree1reclamate											Armuwmex_heap		1				1		Armuwmex_dead			smudge01			
ReImagined HPI RAW\features\corpses\Armuwmex_dead.Armuwmex_heap	All Worlds	Wreckage	heaps		3	3	4						100	52	132		tree1reclamate													1				0		3x3d			smudge01			
ReImagined HPI RAW\features\corpses\Armuwms_dead.Armuwms_dead	All Worlds	Wreckage	arm_corpses		4	4	20						100	288	1300		tree1reclamate											Armuwms_heap		1				1		Armuwms_dead			smudge01			
ReImagined HPI RAW\features\corpses\Armuwms_dead.Armuwms_heap	All Worlds	Wreckage	heaps		4	4	4						100	144	650		tree1reclamate													1				0		4x4b			smudge01			
ReImagined HPI RAW\features\corpses\Armvulc_dead.Armvulc_dead	All Worlds	Wreckage	arm_corpses		3	3	20						100	36158	1120		tree1reclamate											armvulc_heap		1				1		Armvulc_dead			smudge01			
ReImagined HPI RAW\features\corpses\Armvulc_dead.armvulc_heap	All Worlds	Wreckage	heaps		3	3	4						100	18079	560		tree1reclamate													1				0		3x3a			smudge01			
ReImagined HPI RAW\features\corpses\Armwar_dead.armwar_dead	All Worlds	Wreckage	core_corpses		2	2	20						100	157	680		tree1reclamate											armwar_heap		1				1		armwar_dead			smudge01			
ReImagined HPI RAW\features\corpses\Armwar_dead.armwar_heap	All Worlds	Wreckage	heaps		2	2	4						100	79	340		tree1reclamate													1				0		2x2a			smudge01			
ReImagined HPI RAW\features\corpses\ARMYORK_dead.armyork_dead	All Worlds	Wreckage	arm_corpses		2	2	20						100	664	256		tree1reclamate											armyork_heap		1				1		armyork_dead			smudge01			
ReImagined HPI RAW\features\corpses\ARMYORK_dead.armyork_heap	All Worlds	Wreckage	heaps		2	2	4						100	332	128		tree1reclamate													1				0		2x2a			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armaap_dead	All Worlds	Wreckage	arm_corpses		7	6	20						100	1768	1680		tree1reclamate											armaap_heap		1				1		armaap_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armaca_dead	All Worlds	Wreckage	arm_corpses		2	2	20						100	176	288		tree1reclamate											armaca_heap		1				1		armaca_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armack_dead	All Worlds	Wreckage	arm_corpses		2	2	20						100	240	832		tree1reclamate											armack_heap		1				1		armack_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armacv_dead	All Worlds	Wreckage	arm_corpses		3	3	20						100	385	964		tree1reclamate											armacv_heap		1				1		armacv_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armalab_dead	All Worlds	Wreckage	arm_corpses		5	6	20						100	1606	2404		tree1reclamate											armalab_heap		1				1		armalab_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armamd_dead	All Worlds	Wreckage	arm_corpses		5	6	20						100	991	624		tree1reclamate											armamd_heap		1				1		armamd_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armanni_dead	All Worlds	Wreckage	arm_corpses		3	3	20						100	3188	1128		tree1reclamate											armanni_heap		1				1		armanni_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armap_dead	All Worlds	Wreckage	arm_corpses		7	6	40						100	680	1480		tree1reclamate											armap_heap		1				1		armap_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armarad_dead	All Worlds	Wreckage	arm_corpses		2	2	40						100	36	44		tree1reclamate											armarad_heap		1				1		armarad_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armaser_dead	All Worlds	Wreckage	arm_corpses		1	1	40						100	48	144		tree1reclamate											armaser_heap		1				1		armaser_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armasp_dead	All Worlds	Wreckage	arm_corpses		4	4	40						100	340	544		tree1reclamate											armasp_heap		1				1		armasp_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armasy_dead	All Worlds	Wreckage	arm_corpses		7	7	4						100	2019	24000		tree1reclamate													1				0		armasy_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armatlas_dead	All Worlds	Wreckage	arm_corpses		3	3	20						100	95	120		tree1reclamate											armatlas_heap		1				1		armatlas_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armavp_dead	All Worlds	Wreckage	arm_corpses		6	6	20						100	1587	1948		tree1reclamate											armavp_heap		1				1		armavp_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armbats_dead	All Worlds	Wreckage	arm_corpses		6	6	4						100	3523	24000		tree1reclamate													1				0		armbats_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armbrawl_dead	All Worlds	Wreckage	arm_corpses		3	3	40						100	287	960		tree1reclamate											armbrawl_heap		1				1		armbrawl_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armbrtha_dead	All Worlds	Wreckage	arm_corpses		3	3	40						100	4147	1440		tree1reclamate											armbrtha_heap		1				1		armbrtha_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armbull_dead	All Worlds	Wreckage	arm_corpses		3	3	20						100	374	1682		tree1reclamate											armbull_heap		1				1		armbull_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armca_dead	All Worlds	Wreckage	arm_corpses		2	2	20						100	84	224		tree1reclamate											armca_heap		1				1		armca_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armcarry_dead	All Worlds	Wreckage	arm_corpses		6	6	4						100	1098	24000		tree1reclamate													1				0		armcarry_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armck_dead	All Worlds	Wreckage	arm_corpses		2	2	40						100	96	560		tree1reclamate											armck_heap		1				1		armck_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armcroc_dead	All Worlds	Wreckage	arm_corpses		3	3	20						100	238	984		tree1reclamate											armcroc_heap		1				1		armcroc_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armcrus_dead	All Worlds	Wreckage	arm_corpses		5	5	4						100	1375	24000		tree1reclamate													1				0		armcrus_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armcs_dead	All Worlds	Wreckage	arm_corpses		5	5	4						100	204	24000		tree1reclamate													1				0		armcs_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armcv_dead	All Worlds	Wreckage	arm_corpses		3	3	20						100	148	696		tree1reclamate											armcv_heap		1				1		armcv_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armestor_dead	All Worlds	Wreckage	arm_corpses		4	4	40						100	192	800		tree1reclamate											armestor_heap		1				1		armestor_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armfast_dead	All Worlds	Wreckage	arm_corpses		2	2	20						100	121	440		tree1reclamate											armfast_heap		1				1		armfast_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armfav_dead	All Worlds	Wreckage	arm_corpses		2	2	4						100	30	63		tree1reclamate											armfav_heap		1				0		armfav_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armfido_dead	All Worlds	Wreckage	arm_corpses		2	2	20						100	318	800		tree1reclamate											armfido_heap		1				1		armfido_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armfig_dead	All Worlds	Wreckage	arm_corpses		2	2	20						100	126	160		tree1reclamate											armfig_heap		1				1		armfig_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armflash_dead	All Worlds	Wreckage	arm_corpses		2	2	20						100	85	500		tree1reclamate											armflash_heap		1				1		armflash_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armfus_dead	All Worlds	Wreckage	arm_corpses		5	4	40						100	4104	2480		tree1reclamate											armfus_heap		1				1		armfus_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armgate_dead	All Worlds	Wreckage	arm_corpses		2	2	20						100	171172	2301		tree1reclamate											armgate_heap		1				1		armgate_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armgeo_dead	All Worlds	Wreckage	arm_corpses		4	4	40						100	416	704		tree1reclamate											armgeo_heap		1				1		armgeo_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armguard_dead	All Worlds	Wreckage	arm_corpses		3	3	40						100	1557	2302		tree1reclamate											armguard_heap		1				1		armguard_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armham_dead	All Worlds	Wreckage	arm_corpses		2	2	40						100	121	640		tree1reclamate											armham_heap		1				1		armham_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armhawk_dead	All Worlds	Wreckage	arm_corpses		2	2	40						100	174	400		tree1reclamate											armhawk_heap		1				1		armhawk_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armhlt_dead	All Worlds	Wreckage	arm_corpses		2	2	20						100	467	984		tree1reclamate											armhlt_heap		1				1		armhlt_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armjam_dead	All Worlds	Wreckage	arm_corpses		3	3	20						100	78	368		tree1reclamate											armjam_heap		1				1		armjam_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armjeth_dead	All Worlds	Wreckage	arm_corpses		2	2	40						100	111	484		tree1reclamate											armjeth_heap		1				1		armjeth_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armlab_dead	All Worlds	Wreckage	arm_corpses		5	6	40						100	564	2152		tree1reclamate											armlab_heap		1				1		armlab_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armlance_dead	All Worlds	Wreckage	arm_corpses		5	6	40						100	126	160		tree1reclamate											armlance_heap		1				1		armlance_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armllt_dead	All Worlds	Wreckage	arm_corpses		2	2	20						100	210	600		tree1reclamate											armllt_heap		1				1		armllt_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armmakr_dead	All Worlds	Wreckage	arm_corpses		3	3	40						100	0	115		tree1reclamate											armmakr_heap		1				1		armmakr_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armmart_dead	All Worlds	Wreckage	arm_corpses		3	3	20						100	211	420		tree1reclamate											armmart_heap		1				1		armmart_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armmerl_dead	All Worlds	Wreckage	arm_corpses		3	3	20						100	370	432		tree1reclamate											armmerl_heap		1				1		armmerl_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armmex_dead	All Worlds	Wreckage	arm_corpses		3	3	20						100	40	1700		tree1reclamate											armmex_heap		1				1		armmex_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armmoho_dead	All Worlds	Wreckage	arm_corpses		5	5	40						100	1206	1258		tree1reclamate											armmoho_heap		1				1		armmoho_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armmship_dead	All Worlds	Wreckage	arm_corpses		5	5	4						100	1878	24000		tree1reclamate													1				0		armmship_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armmstor_dead	All Worlds	Wreckage	arm_corpses		4	4	40						100	244	1063		tree1reclamate											armmstor_heap		1				1		armmstor_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armpeep_dead	All Worlds	Wreckage	arm_corpses		2	2	20						100	38	64		tree1reclamate											armpeep_heap		1				1		armpeep_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armpnix_dead	All Worlds	Wreckage	arm_corpses		2	2	20						100	161	240		tree1reclamate											armpnix_heap		1				1		armpnix_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armpt_dead	All Worlds	Wreckage	arm_corpses		3	3	4						100	80	24000		tree1reclamate													1				0		armpt_dead			smudge01			
ReImagined HPI RAW\features\corpses\arm_corpses.armpw_dead	All Worlds	Wreckage	arm_corpses		2	2	40						100	42	200		tree1reclamate											armpw_heap		1				1		armpw_dead			smudge01			
