	UnitName	Version	Side	Objectname	Designation	Name	Description	FootprintX	FootprintZ	BuildCostEnergy	BuildCostMetal	MaxDamage	MaxWaterDepth	MaxSlope	EnergyUse	BuildTime	WorkerTime	BMcode	Builder	ThreeD	ZBuffer	NoAutoFire	SightDistance	RadarDistance	SoundCategory	EnergyStorage	MetalStorage	ExplodeAs	SelfDestructAs	Category	TEDClass	Copyright	YardMap	Corpse	GermanName	GermanDescription	UnitNumber	FrenchName	Frenchdescription	firestandorders	StandingFireOrder	mobilestandorders	StandingMoveOrder	canmove	canpatrol	canstop	SpanishName	SpanishDescription	ItalianName	ItalianDescription	Ovradjust	canguard	MaxVelocity	BrakeRate	Acceleration	TurnRate	SteeringMode	ShootMe	Scale	EnergyMake	DefaultMissionType	maneuverleashlength	MovementClass	MinWaterDepth	buildangle	canattack	Weapon1	Weapon2	Weapon3	downloadable	wpri_badTargetCategory	BadTargetCategory	wsec_badTargetCategory	Floater	Canfly	cruisealt	BankScale	Builddistance	CanReclamate	MetalMake	Upright	standingmoveorder	SonarDistance	WaterLine	Downloadable	Spanishdescription	Italiandescription	NoChaseCategory	canhover	digger	DamageModifier	antiweapons	ai_weight	ai_limit	noshadow	floater	waterline	ActivateWhenBuilt	onoffable	RadarDistanceJam	NoShadow	Waterline	sortbias	IsAirBase	TransMaxUnits	canload	transportsize	transportcapacity	altfromsealevel	corpse	norestrict	HoverAttack	CloakCost	candgun	CloakCostMoving	HealTime	CanCapture	HideDamage	ImmuneToParalyzer	Commander	ShowPlayerName	mincloakdistance	maxwaterdepth	amphibious	IsFeature	PigLatinName	JapaneseName	PigLatinDescription	MoveRate1	Buildangle	MakesMetal	teleporter	Stealth	ExtractsMetal	kamikaze	selfdestructcountdown	init_cloaked	attackrunlength	SonarDistanceJam	FrenchDescription	istargetingupgrade	transportmaxunits	TidalGenerator	kamikazedistance	WindGenerator	MobileStandOrders	weapon1	cantbetransported	Germanname	Germandescription	Frenchname	Spanishname	Italianname	canreclamate	canresurrect	resurrect	stealth	BuildAngle	OVRadjust	upright	ovradjust	PitchScale	MoveRate2
ReImagined HPI Compile\ReIm_Units\ARMZEUS.UNITINFO	ARMZEUS	1	ARM	ARMZEUS	ARM-KL	Zeus	Assault Kbot	2	2	2228	267	875	12	17	1.1	5478	0	1	0	1	1	0	255	0	ARM_KBOT	0	0	BIG_UNITEX	BIG_UNIT	ARM KBOT LEVEL2 WEAPON NOTAIR NOTSUB CTRL_W	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		armzeus_dead	Zeus	Gefechts-Kbot	77	Zeus	Kbot d'assaut	1	2	1	1	1	1	1	Zeus	Kbot de asalto	Zeus	Kbot d'assalto	1	1	1	0.19	0.09	960	2	1		1.1	Standby	640	TANKSH2			1	LIGHTNING				VTOL	VTOL									1							VTOL																																																																											
ReImagined HPI Compile\ReIm_Units\CORAAP.UNITINFO	CORAAP	1	CORE	CORAAP	COR-ACF	Adv. Aircraft Plant	Produces Aircraft	7	6	4422	2191	2200	0	10	0	17232	200	0	1	1	1	0	235	1150	AIRPLANT	200	200	LARGE_BUILDINGEX	LARGE_BUILDING	CORE PLANT CTRL_F LEVEL2 NOWEAPON NOTAIR NOTSUB 	PLANT	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooo ooooooo occccco occccco occccco occccco	coraap_dead	Verb. Flugzeugfabrik	Tech Level 2	78	Usine aéro. évoluée	Niveau Tech 2	1	2	1	1	1	1	1	Planta Av. Constr.Aeronaves	Produce aeronaves	Fabbrica Aerei Spec.	Produce velivoli	1																																																																																																																
ReImagined HPI Compile\ReIm_Units\CORACA.UNITINFO	CORACA	1	CORE	CORACA	COR-CA1	Adv. Construction Aircraft	Tech Level 2	2	2	12824	231	370	0	10	0.3	26001	100	1	1	1	1	0	295	0	CORE_CVTOL	100	100	BIG_UNITEX	BIG_UNIT	CORE VTOL CTRL_V LEVEL2 CONSTR NOWEAPON NOTSUB CTRL_B	CNSTR	Copyright 1997 Humongous Entertainment. All rights reserved.			Verb. Konstr.-Flugzeug	Tech Level 2	79	Avion de constr. évolué	Niveau Tech 2			1	1	1	1	1	Aeronave Av. Construcción	Nivel Tecn. 2	Aereo Costruttore Spec.	Tecnologia Livello 2	1	1	7.5	1.5	0.07	130	1	1	0.8	22	VTOL_Standby	1280													1	70	1.5	60	1	0.5																																																																																			
ReImagined HPI Compile\ReIm_Units\CORACK.UNITINFO	CORACK	1	CORE	CORACK	COR-ACK1	Adv. Construction Kbot	Tech Level 2	2	2	6096	325	1070	25	20	0.2	13963	160	1	1	1	1	0	245	0	COR_CKBOT	100	100	BIG_UNITEX	BIG_UNIT	CORE KBOT LEVEL2 CONSTR NOWEAPON NOTAIR NOTSUB CTRL_B	CNSTR	Copyright 1997 Humongous Entertainment. All rights reserved.		corack_dead	Verb. Konstr.-Kbot	Tech Level 2	80	Kbot de constr. évolué	Niveau Tech 2			1	1	1	1	1	Kbot Av. Construcción	Nivel Tecn. 2	Kbot Costruttore Spec.	Tecnologia Livello 2	1	1	0.6	0.5	0.16	1005	1	1		19	Standby	640	TANKSH2															60	1	0.5	1																																																																	1																	
ReImagined HPI Compile\ReIm_Units\CORACSUB.UNITINFO	CORACSUB	1.2	CORE	CORACSUB	CW-SA	Advanced Construction Sub	Tech Level 2	4	4	7911	690	370			1.6	17228	225	1	1	1	1	0	120	0	CORE_CSUB	100	100	SMALL_UNITEX	SMALL_UNIT	CORE UNDERWATER LEVEL2 CONSTR NOWEAPON NOTAIR CTRL_B	SHIP	Copyright 1997 Humongous Entertainment. All rights reserved.		coracsub_dead	Verb. Konstr. U-Boot	Tech Level 2	186	Ss-marin de constr. évolué	Niveau Tech 2			1	1	1	1	1	Submarino Av. Constr.	Nivel Tecn. 2	Unità Sub di costr. Av.	Tecnologia Livello 2		1	2.05	0.2	0.04	256	1	1		16.4	Standby	640	BOATD6	20														80	1	0.9			500	20	1																																																																														
ReImagined HPI Compile\ReIm_Units\CORACV.UNITINFO	CORACV	1	CORE	CORACV	COR-CV1	Adv. Construction Vehicle	Tech Level 2	3	3	4504	455	1220	18	16	0.2	10806	200	1	1	1	1	0	227	0	CORE_CVEHICLE	100	100	BIG_UNITEX	BIG_UNIT	CORE TANK LEVEL2 CONSTR NOWEAPON NOTAIR NOTSUB CTRL_B	CNSTR	Copyright 1997 Humongous Entertainment. All rights reserved.		coracv_dead	Verb. Konstr.-Fahrzeug	Tech Level 2	81	Véhicule de constr. évolué	Niveau Tech 2			1	1	1	1	1	Vehículo Av. Construcción	Nivel Tecn. 2	Veicolo Costruttore Spec.	Tecnologia Livello 2	1	1	1.5	0.03	0.016	210	1	1		21	Standby	640	TANKSH3															60	1	0.5																																																																																			
ReImagined HPI Compile\ReIm_Units\CORAH.UNITINFO	CORAH	1.2	CORE	CORAH	COR-MRJ	Slinger	Anti-Air Hovercraft	3	3	1542	115	395	0	16	2.6	3747	0	1	0	1	1	0	280	0	CORE_HOVER_MID	0	0	BIG_UNITEX	BIG_UNIT	CORE HOVER WEAPON LEVEL2 NOTAIR NOTSUB CTRL_W	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		corah_dead	Slinger	Flugabwehr-Hovercraft	287	Frondeur	Hovercraft Antiaérien	1	2	1	1	1	1	1	Slinger		Slinger			1	2.9	0.09	0.06	280	1	1		2.6	Standby	640	TANKHOVER3			1	CORAH_WEAPON			1	VTOL	VTOL														Hovercraft antiaéreo	Hovercraft antiaereo	VTOL	1																																																																										
ReImagined HPI Compile\ReIm_Units\CORAK.UNITINFO	CORAK	1	CORE	CORAK	KA-L4	A.K.	Infantry Kbot	2	2	696	56	265	25	17	0.3	1523	0	1	0	1	1	0	275	0	CORAK	0	0	SMALL_UNITEX	SMALL_UNIT	CORE KBOT LEVEL1 WEAPON NOTAIR NOTSUB CTRL_W	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		corak_dead	A.K.	Infantrie-Kbot	82	Kbotin	Infanterie Kbot	1	2	1	1	1	1	1	A.K.	Kbot de infantería	A.K.	Kbot da Fanteria	1	1	1.72	0.183105469	0.091552734	1100	2	1		0.3	Standby	640	TANKSH2			1	CORE_LASER														1																																																																																		
ReImagined HPI Compile\ReIm_Units\CORALAB.UNITINFO	CORALAB	1	CORE	CORALAB	COR-KL2	Adv. Kbot Lab	Produces Kbots	7	6	3625	1972	3170	0	10	0	14000	200	0	1	1	1	0	222	0	KBOTPLANT	200	200	LARGE_BUILDINGEX	LARGE_BUILDING	CORE PLANT CTRL_F LEVEL2 NOWEAPON NOTAIR NOTSUB 	PLANT	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooo ooooooo occccco ccccccc ccccccc oocccoo	coralab_dead	Verb. Kbot-Labor	Tech Level 2	83	Labo de Kbots évolué	Niveau Tech 2	1	2	1	1	1	1	1	Laboratorio Av. Kbot	Produce Kbots	Lab. Kbot Spec.	Produce Kbot	1														1024																																																																																																		
ReImagined HPI Compile\ReIm_Units\CORAMPH.UNITINFO	CORAMPH	1.2	CORE	CORAMPH	KB-LM2	Gimp	Amphibious Kbot	2	2	2935	324	1150		14	0.4	6820	0	1	0	1	1	0	290	0	COR_KBOT	0	0	BIG_UNITEX	BIG_UNIT	CORE KBOT LEVEL2 WEAPON NOTAIR CTRL_W	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		coramph_dead	Gimp	Amphibien-Kbot	249	Gimp	Kbot Amphibie	1	2	1	1	1	1	1	Gimp	Kbot anfibio	Gimp	Kbot anfibio		1	.8	0.15	0.04	500	2	1		0.4	Standby	640	TANKHOVER3			1	coramph_weapon1	coramph_weapon2		1	VTOL	VTOL									1							VTOL					weight CORAMPH 0.5	limit CORAMPH 20	1																												100																																								
ReImagined HPI Compile\ReIm_Units\CORAP.UNITINFO	CORAP	1	CORE	CORAP	PAV	Aircraft Plant	Produces Aircraft	7	6	1340	830	1925	0	10	0	7180	100	0	1	1	1	0	210	510	AIRPLANT	100	100	LARGE_BUILDINGEX	LARGE_BUILDING	CORE PLANT CTRL_F LEVEL1 NOWEAPON NOTAIR NOTSUB 	PLANT	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooo ooooooo occccco occccco occccco occccco	corap_dead	Flugzeugfabrik	Tech Level 1	84	Usine aéronautique  	Niveau Tech 1	1	2	1	1	1	1	1	Planta Constr. Aeronaves 	Produce aeronaves	Fabbrica Aerei	Produce velivoli	1								0.5																																							0																																																																	
ReImagined HPI Compile\ReIm_Units\CORAPE.UNITINFO	CORAPE	1	CORE	CORAPE	VB-R6	Rapier	Gunship	3	3	5778	294	940	0	10	0.6	13294	0	1	0	1	1	0	350	0	CORE_VTOL	0	0	BIG_UNITEX	BIG_UNIT	CORE VTOL CTRL_V LEVEL2 WEAPON  NOTSUB CTRL_W CTRL_P	VTOL	Copyright 1997 Humongous Entertainment. All rights reserved.			Rapier	Kampfhubschrauber 	85	Glaive	Hélicoptère	1	2	1	1	1	1	1	Rapier	Hlicóptero de combate	Rapier	Elicottero	1	1	7.629394531	3	0.14	600	1	1	1	0.6	VTOL_standby	1280				1	VTOL_rocket	VTOL_rocket2			VTOL	VTOL			1	50	1																																			1																																																			
ReImagined HPI Compile\ReIm_Units\CORARAD.UNITINFO	CORARAD	1	CORE	CORARAD	AS-EWDL2	Advanced Radar Tower	Long Range Radar	2	2	1920	122	130	0	10	17	4960	0	0	0	1	1	0	350	2880	CORE_ADVRADAR	0	0	SMALL_BUILDINGEX	SMALL_BUILDING	CORE SPECIAL LEVEL3 NOWEAPON NOTAIR NOTSUB CTRL_R	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.	oooo	corarad_dead	Verbesserter Radarturm	Langstrecken-Radarturm	86	Tour radar évoluée	Radar de longue portée								Torre de Radar Avanzada	Radar de largo alcance	Torre Radar Avanzata	Radar a lungo raggio	1									17					8192																																	1	1																																																																
ReImagined HPI Compile\ReIm_Units\CORARCH.UNITINFO	CORARCH	1.2	CORE	CORARCH	ASD-SB	Shredder	Anti-Air Ship	3	3	17921	1314	2450			8	41791	0	1	0	1	1	0	350	0	ARM_SHIP	0	0	BIG_UNITEX	BIG_UNIT	CORE SHIP LEVEL2 WEAPON NOTAIR NOTSUB CTRL_W	SHIP	Copyright 1997 Humongous Entertainment. All rights reserved.		CORarch_dead	Schredder	Flugabwehrschiff	272	Fragmenteur	Navire Antiaérien	1	2	1	1	1	1	1	Shredder	Nave antiaérea	Shredder	Nave antiaerea		1	2.8	0.018	0.01	145	1	1	0.6	8	Standby	640	BOATS4	30	16384	1	CORARCH_WEAPON1	CORARCH_WEAPON2	CORARCH_WEAPON3	1	NOTAIR	NOTAIR	NOTAIR	1																																																																																									
ReImagined HPI Compile\ReIm_Units\CORASON.UNITINFO	CORASON	1.2	CORE	CORASON	FAS-2E	Advanced Sonar Station	Locates Water Units	3	3	2257	152	240		10	18	6096	0	0	0	1	1	0	210		CORE_SONAR	0	0	SMALL_BUILDINGEX	SMALL_BUILDING	CORE SPECIAL SONAR LEVEL2 NOTAIR NOTSUB CTRL_R	WATER	Copyright 1997 Humongous Entertainment. All rights reserved.	www	corason_dead	Advanced Sonar	Verbessertes Sonar	164	Sonar Pro	Sonar avancé								Sonar Avanzado	Sonar mejorado	Sonar Avanzato	Sonar a lungo raggio										18				24	8192					1													2250															1	1		1	3																																																													
ReImagined HPI Compile\ReIm_Units\CORASP.UNITINFO	CORASP	1	CORE	CORASP	ARM-SP1	Air Repair Pad	Automatically repairs aircraft	4	4	8540	430	690	1	10	0	21587	200	0	1	1	1	0	175	0	AIRPLANT	100	0	BIG_UNITEX	BIG_UNIT	CORE REPAIRPAD LEVEL3 NOWEAPON NOTAIR NOTSUB 	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.	oooo oooo oooo oooo	corasp_dead	Luftfahrt-Reparaturset	Repariert Lufteinheiten automatisch	155	Piste de réparations	Répare automatiquement les avions								Plat. Aérea Reparaciones	Repara aeronaves automáticamente	Piattaforma Aerei	Ripara automaticamente i velivoli	1									11					1024													6																				1	1				0	1																																																											
ReImagined HPI Compile\ReIm_Units\CORASY.UNITINFO	CORASY	1	CORE	CORASY	COR-SCF	Adv. Shipyard	Produces Ships	8	8	2325	2460	2760			0	13080	200	0	1	1	1	0	232	0	SHIPYARD	200	200	LARGE_BUILDINGEX	LARGE_BUILDING	CORE PLANT CTRL_F LEVEL2 NOWEAPON NOTAIR NOTSUB 	PLANT	Copyright 1997 Humongous Entertainment. All rights reserved.	wCCCCCCw CCCCCCCC CCCCCCCC CCCCCCCC CCCCCCCC CCCCCCCC CCCCCCCC wCCCCCCw	corasy_dead	Verbesserte Werft	Tech Level 2	87	Chantier naval évolué	Niveau Tech 2	1	2	1	1	1	1	1	Astillero Avanzado	Produce buques	Cantiere Navale Spec.	Produce navi	1													30																1				22																	1																																																														
ReImagined HPI Compile\ReIm_Units\CORATL.UNITINFO	CORATL	1.2	CORE	CORATL	TC-GT	Advanced Torpedo Launcher	Advanced Torpedo Launcher	3	3	5389	1758	562			0.1	6575	0	0	0	1	1	0	150	0	ADV_TORPLAUNCH	0	0	MEDIUM_UNITEX	MEDIUM_UNIT	CORE SPECIAL WEAPON TORP LEVEL3 NOTAIR	WATER	Copyright 1997 Humongous Entertainment. All rights reserved.	wwwwwwwww	coratl_dead	Verbesserter Torpedowerfer	Verbesserter Torpedowerfer	220	Torpillard	Lance-Torpilles	1	2					1	Lanzatorpedos Avanzado	Lanzatorpedos Avanzado	Lanciatorpedini avanzato	Lanciatorpedini avanzato								1		0.1	GUARD_NOMOVE			10	16384	1	CORATL_TORPEDO			1													650	10														1			1																																																														
ReImagined HPI Compile\ReIm_Units\CORAVP.UNITINFO	CORAVP	1	CORE	CORAVP	COR-VCF2	Adv. Vehicle Plant	Produces Vehicles	8	6	3520	1947	2580	0	10	0	15410	200	0	1	1	1	0	220	0	TANKPLANT	200	200	LARGE_BUILDINGEX	LARGE_BUILDING	CORE PLANT CTRL_F LEVEL2 NOWEAPON NOTAIR NOTSUB 	PLANT	Copyright 1997 Humongous Entertainment. All rights reserved.	oooooooo oooooooo ooccccoo ooccccoo ooccccoo ooccccoo	coravp_dead	Verb. Fahrzeugfabrik	Tech Level 2	88	Usine de véhicules évoluée	Niveau Tech 2	1	2	1	1	1	1	1	Planta Av. Constr. Vehículos	Produce vehículos	Fabbrica Veicoli Spec.	Produce veicoli	1														1024																																						0																																																												
ReImagined HPI Compile\ReIm_Units\CORAWAC.UNITINFO	CORAWAC	1.2	CORE	CORAWAC	AB-HAB	Vulture	Radar Plane	3	3	7824	169	170	0	10	20	13264	0	1	0	1	1	0	350	1590	CORE_VTOL	0	0	BIG_UNITEX	BIG_UNIT	CORE VTOL CTRL_V LEVEL2 NOWEAPON NOTSUB CTRL_R	VTOL	Copyright 1997 Humongous Entertainment. All rights reserved.			Geier	Radarflugzeug	251	Vautour	Avion Radar			1	1	1	1	1	Vulture	Radar plano	Vulture	Aereo radar		1	9.3	3	0.08	365	1	1	1	20	VTOL_standby	1280								1			NOTAIR		1	210	1											UNDERWATER						limit CARAwac 5															1																																																						
ReImagined HPI Compile\ReIm_Units\CORBATS.UNITINFO	CORBATS	1	CORE	CORBATS	SB-AS6	Warlord	Battleship	6	6	19741	4181	6140			44	40640	0	1	0	1	1	0	350	0	CORE_SHIP	0	0	BIG_UNITEX	BIG_UNIT	CORE SHIP LEVEL2 WEAPON NOTAIR NOTSUB CTRL_W	SHIP	Copyright 1997 Humongous Entertainment. All rights reserved.		corbats_dead	Warlord	Schlachtschiff	89	Nef de Guerre	Cuirassé	1	2	1	1	1	1	1	Warlord	Acorazado	Warlord	Nave da battaglia	1	1	2.15	0.018310547	0.0045	69	1	1		46	Standby	640	BOATD6	15	16384	1	CORE_BATSLASER	COR_BATS			VTOL	VTOL		1														VTOL																																																																											
ReImagined HPI Compile\ReIm_Units\CORBEAC.UNITINFO	CORBEAC	1.2	CORE	CORBEAC	BEC	Alien Beacon	Alien Beacon	8	8	423100	5214	11000	0	10	0	253958	0	0	0	1	1	0	210	0	ARM_ESTOR	0	0	NUCLEAR_MISSILE	NUCLEAR_MISSILE	CORE BEACON LEVEL2 NOWEAPON NOTAIR NOTSUB 	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.	yyyooyyy yyyooyyy yyooooyy oooooooo oooooooo yyooooyy yyyooyyy yyyooyyy		Strahlgenerator	Strahlgenerator	274	Balise Extra-terrestre	Balise Extra-terrestre								Faro alienígena	Faro alienígena	Manufatto alieno	Manufatto alieno																				1																												1												Corbeac_dead	1																																																				
ReImagined HPI Compile\ReIm_Units\CORBUILD.UNITINFO	CORBUILD	1	CORE	CORBUILD	MS-4	Hydration Plant	Creates Water	5	5	2550	220	1806	0	10	0	3925	0	0	0	1	1	0	210	0	CORE_MSTOR	0	1000	SMALL_BUILDINGEX	SMALL_BUILDING	CORE METAL LEVEL1 NOWEAPON  NOTAIR NOTSUB 	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooooooooooooooooooo	corbuild_dead	Hydrierungsanlage	Produziert Wasser	157	Centrale d'hydratation	Produit de l'Eau								Planta de Hidratación	Genera agua	Impianto di Idratazione	Crea acqua	1																																																												1																																																				
ReImagined HPI Compile\ReIm_Units\Corbuzz.UNITINFO	CORBUZZ	1.2	CORE	CORBUZZ	F-MPS4	Buzzsaw	Rapid Fire Plasma Cannon	4	4	462648	35264	1700	0	10	0	634011	0	0	0	1	1	1	210	0	COR_INT	0	0	ATOMIC_BLAST	ATOMIC_BLAST	CORE LEVEL3 strategic weapon NOTAIR NOTSUB 	FORT	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooo	corbuzz_dead	Kettensäge	Schnellfeuer-Plasmakanone	297	Scie Bourdonnante	Canon Plasma Tir Rapide	1	0					1	Buzzsaw	Cañón de plasma rápido	Buzzsaw	Cannone rapido al plasma								1		0	GUARD_NOMOVE				29096	1	corbuzz_weapon			1	VTOL																																																																																												
ReImagined HPI Compile\ReIm_Units\CORCA.UNITINFO	CORCA	1	CORE	CORCA	CVA-8	Construction Aircraft	Tech Level 1	3	3	4580	110	290	0	10	0.1	9286	50	1	1	1	1	0	270	0	CORE_CVTOL	50	50	BIG_UNITEX	BIG_UNIT	CORE VTOL CTRL_V LEVEL1 CONSTR NOWEAPON NOTSUB CTRL_B	CNSTR	Copyright 1997 Humongous Entertainment. All rights reserved.			Konstr.-Flugzeug	Tech Level 1	90	Avion de construction 	Niveau Tech 1			1	1	1	1	1	Aeronave de Constr. 	Nivel Tecn. 1	Aereo Costruttore	Tecnologia Livello 1	1	1	6.7	1.7	0.05	96	1	1	0.8	10	VTOL_Standby	1280													1	75	1.5	40	1	0.2																																																																																			
ReImagined HPI Compile\ReIm_Units\CORCAN.UNITINFO	CORCAN	1	CORE	CORCAN	KA-L8	The Can	Armored Assault Kbot	2	2	3500	420	2800	21	14	0.8	7500	0	1	0	1	1	0	200	0	COR_KBOT	0	0	BIG_UNITEX	BIG_UNIT	CORE KBOT LEVEL2 WEAPON NOTAIR NOTSUB CTRL_W	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		corcan_dead	The Can	Gepanzerter Gefechts-Kbot	91	Blindax	Kbot d'assaut blindé	1	2	1	1	1	1	1	The Can	Kbot de artillería pesada	The Can	Kbot armato d'assalto	1	1	0.5	0.15	0.1	940	2	1		0.8	Standby	640	TANKSH2			1	CORE_CANLASER				VTOL	VTOL									1							VTOL																																																																											
ReImagined HPI Compile\ReIm_Units\CORCARRY.UNITINFO	CORCARRY	1	CORE	CORCARRY	SB-3-VT	Hive	Light Carrier	6	6	11715	1379	3500			45	25271	200	1	1	1	1	0	350	1780	CORE_SHIP	0	0	CRAWL_BLAST	CRAWL_BLAST	CORE SHIP LEVEL1 CARRY NOWEAPON NOTAIR NOTSUB	SHIP	Copyright 1997 Humongous Entertainment. All rights reserved.		corcarry_dead	Hive	Leichter Flugzeugträger	92	Ruche	Porte-avions léger			1	1	1	1	1	Hive	Transporte ligero	Hive	Portaerei leggera	1	1	2.2	0.02	0.01	64	1	1		380	Standby	640	BOATD6	30	16384									1																								1	1					1																																																											
ReImagined HPI Compile\ReIm_Units\CORCH.UNITINFO	CORCH	1.2	CORE	CORCH	HB-CW	Construction Hovercraft	Tech Level 1	3	3	4455	390	740	0	16	1	11028	80	1	1	1	1	0	260		CORE_CHOVER	80	50	BIG_UNITEX	BIG_UNIT	CORE HOVER LEVEL1 CONSTR NOWEAPON NOTAIR NOTSUB CTRL_B	CNSTR	Copyright 1997 Humongous Entertainment. All rights reserved.		corch_dead	Konstruktions-Hovecraft	Tech Level 1	187	Hovercraft de Constructrion	Niveau Tech 1			1	1	1	1	1	Hovercraft de Constr.		Hovercraft da costruzione			1	2.1	0.008	0.01	110	1	1		14	Standby	640	TANKHOVER3							1								70	1	0.3						Nivel Tecn. 1	Tecnologia Livello 1		1																																																																										
ReImagined HPI Compile\ReIm_Units\CORCK.UNITINFO	CORCK	1	CORE	CORCK	CKA-23	Construction Kbot	Tech Level 1	2	2	2540	130	710	25	20	0.2	5818	80	1	1	1	1	0	230	0	COR_CKBOT	50	50	BIG_UNITEX	BIG_UNIT	CORE KBOT LEVEL1 CONSTR NOWEAPON NOTAIR NOTSUB CTRL_B	CNSTR	Copyright 1997 Humongous Entertainment. All rights reserved.		corck_dead	Konstruktions-Kbot	Tech Level 1	93	Kbot de construction	Niveau Tech 1			1	1	1	1	1	Kbot de Constr. 	Nivel Tecn. 1	Kbot Costruttore	Tecnologia Livello 1	1	1	0.9	0.2	0.107	965	1	1		8.5	Standby	640	TANKSH2															40	1	0.25	1																																																																																		
ReImagined HPI Compile\ReIm_Units\Corckfus.UNITINFO	CORCKFUS	1.2	CORE	CORCKFUS	EF-CK2	Cloakable Fusion Reactor	Produces Energy	5	4	46225	5321	2450	0	10	0	111874	0	0	0	1	1	0	210	0	CORE_FUS	0	0	ATOMIC_BLAST	NUCLEAR_MISSILE	CORE ENERGY LEVEL3 NOWEAPON NOTAIR NOTSUB 	ENERGY	Copyright 1997 Humongous Entertainment. All rights reserved.	oooooooooooooooooooo	CORckfus_dead	Getarnter Fusionsreaktor	Erzeugt Energie	296	Centrale Nucléaire Furtive	Produit Energie								Planta de Fusión Camuflada	Produce energía	Imp. di fusione invisibile	Prod. energia: invisibile al nemico										1050					4096					1																																											550									110																																									
ReImagined HPI Compile\ReIm_Units\CORCOM.UNITINFO	CORCOM	1	CORE	CORCOM	CX-D3	Commander	Commander	2	2	35838	23512	3000	35	20	1	97852	300	1	1	1	1		290	400	CORE_COM			COMMANDER_BLAST	COMMANDER_BLAST	CORE commander LEVEL10 WEAPON NOTAIR NOTSUB CTRL_C	COMMANDER	Copyright 1997 Humongous Entertainment. All rights reserved.			Commander	Commander	94	Commandeur	Commandant	1	2	1	0	1	1	1	Comandante	Comandante	Comandante	Comandante	1	1	1.07	0.32	0.16	1030	2	1		25	Standby	640	TANKDS2			1	CORCOMLASER		CORE_DISINTEGRATOR		VTOL	VTOL						60	1	1	1		400					VTOL										1													1		200	1	1000	27	1	1	1	1	1	40																																									
ReImagined HPI Compile\ReIm_Units\CORCRASH.UNITINFO	CORCRASH	1	CORE	CORCRASH	KA-M12	Crasher	Missile Kbot	2	2	1224	129	480	12	14	0.6	2636	0	1	0	1	1	0	292	0	COR_KBOT	0	0	BIG_UNITEX	BIG_UNIT	CORE KBOT LEVEL1 WEAPON NOTAIR NOTSUB CTRL_W	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		corcrash_dead	Crasher	Raketen-Kbot	95	Ecraseur	Kbot lance-missiles	1	2	1	1	1	1	1	Crasher	Kbot antiaéreo	Crasher	Kbot lanciamissili	1	1	1.25	0.15	0.1	1011	2	1		0.6	Standby	640	TANKSH2			1	CORKBOT_MISSILE				NOTAIR	NOTAIR									1																																																																																		
ReImagined HPI Compile\ReIm_Units\CORCRUS.UNITINFO	CORCRUS	1	CORE	CORCRUS	ASD-SC	Executioner	Cruiser	5	5	8551	1724	4170			2.2	17050	0	1	0	1	1	0	210	0	CORE_SHIP	0	0	SMALL_UNITEX	SMALL_UNIT	CORE SHIP LEVEL2 WEAPON ANTISUB NOTAIR NOTSUB CTRL_W	SHIP	Copyright 1997 Humongous Entertainment. All rights reserved.		corcrus_dead	Executioner	Schwerer Kreuzer	96	Exécuteur	Croiseur	1	2	1	1	1	1	1	Executioner	Crucero	Executioner	Incrociatore	1	1	2.4	0.05	0.01	128	1	1	0.5	2.2	Standby	640	BOATS5	30	16384	1	COR_CRUS	COREDEPTHCHARGE			VTOL	VTOL	NOTSUB	1									420					VTOL										1																																																																	
ReImagined HPI Compile\ReIm_Units\CORCS.UNITINFO	CORCS	1	CORE	CORCS	COR-CS1	Construction Ship	Tech Level 1	4	4	2375	260	1150			0.1	5537	125	1	1	1	1	0	220	0	CORE_CSHIP	50	50	SMALL_UNITEX	SMALL_UNIT	CORE SHIP LEVEL1 CONSTR NOWEAPON NOTAIR NOTSUB CTRL_B	CNSTR	Copyright 1997 Humongous Entertainment. All rights reserved.		corcs_dead	Konstruktions-Schiff	Tech Level 1	97	Navire de construction	Niveau Tech 1			1	1	1	1	1	Buque de Constr.	Nivel Tecn. 1	Nave Costruttrice	Tecnologia Livello 1	1	1	2.1	0.042	0.008	205	1	1		7	Standby	640	BOATS4	30										1				60	1	0.3			0																																																																																
